,Unnamed: 0,Date publication,Type de publication,Titre,Libellé recommandation,Destinataire 1,Destinataire 2,Destinataire 3,text_cleaned,text_preprocess,verbe_inf
210,210,02/12/2015,RPT,Le programme d'investissement d'avenir,4.       clarifier rapidement le devenir des dotations non consommables des Idex et des Labex afin de ne pas créer d'engagements de dépenses budgétaires pour l'État sans limitation de durée ;,Ministère chargé de l'Enseignement supérieur et de la Recherche,Ministère chargé de l'Économie et des Finances, ,Le programme d'investissement d'avenir Le programme d'investissement d'avenir,"[programme, investissement, avenir, programme, investissement, avenir]","[devenir, créer]"
211,211,02/12/2015,RPT,Le programme d'investissement d'avenir,5.       proscrire le recours à des opérateurs « écrans » dont l'intervention est sans utilité par rapport à la gestion budgétaire habituelle des opérations concernées ;,Ministère chargé de l'Enseignement supérieur et de la Recherche,Ministère chargé de l'Économie et des Finances, ,Le programme d'investissement d'avenir Le programme d'investissement d'avenir,"[programme, investissement, avenir, programme, investissement, avenir]",[écrans]
212,212,02/12/2015,RPT,Le programme d'investissement d'avenir,6.       organiser le pilotage interministériel et transversal du PIA ;,Ministère chargé de l'Enseignement supérieur et de la Recherche,Ministère chargé de l'Économie et des Finances,Commissariat général à l'investissement,Le programme d'investissement d'avenir Le programme d'investissement d'avenir,"[programme, investissement, avenir, programme, investissement, avenir]",[organiser]
213,213,02/12/2015,RPT,Le programme d'investissement d'avenir,"7.       poursuivre la simplification des procédures de sélection, de décision et de gestion des opérations, en les adaptant mieux à la taille et à l'objet des actions financées ;",Ministère chargé de l'Enseignement supérieur et de la Recherche,Ministère chargé de l'Économie et des Finances, ,Le programme d'investissement d'avenir Le programme d'investissement d'avenir,"[programme, investissement, avenir, programme, investissement, avenir]",[poursuivre]
214,214,02/12/2015,RPT,Le programme d'investissement d'avenir,"8.       créer une instance d'évaluation du PIA, interministérielle et indépendante.",Ministère chargé de l'Enseignement supérieur et de la Recherche,Ministère chargé de l'Économie et des Finances,Commissariat général à l'investissement,Le programme d'investissement d'avenir Le programme d'investissement d'avenir,"[programme, investissement, avenir, programme, investissement, avenir]",[créer]
215,215,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"stabiliser les dispositifs ainsi que le vocabulaire employé pour
chacun d'entre eux",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]",[stabiliser]
216,216,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"généraliser la démarche d'individualisation au collège et pour
les élèves en CAP",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]",[généraliser]
217,217,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,améliorer le suivi statistique régulier par la DGESCO de lamise en oeuvre des dispositifs,Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]",[améliorer]
218,218,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"mettre en place des outils d'évaluation des dispositifs de suivi individualisé des élèves, afin d'être en mesure de déterminer lesquels doivent être modifiés, maintenus ou supprimés
(recommandation réitérée) ;",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]","[mettre, déterminer]"
219,219,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"chiffrer annuellement pour le Parlement le coût des dispositifs
de suivi individualisé des élèves",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]",[chiffrer]
220,220,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,mettre en place et actualiser régulièrement à l'usage des enseignants des outils d'évaluation des besoins des élèves,Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]","[mettre, actualiser]"
221,221,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"revoir la définition du temps de service des enseignants du second degré pour l'élargir à des plages obligatoires dédiées
aux autres missions de l'enseignant et notamment aux dispositifs d'individualisation (suivi individuel des élèves, temps de concertation, évaluation des besoins des élèves, etc.) (recommandation réitérée)",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]","[revoir, élargir]"
222,222,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"donner aux directeurs d'école et aux chefs d'établissement la possibilité de moduler la répartition du temps de service des enseignants et des emplois du temps des élèves en fonction des besoins des élèves, notamment en prévoyant la mise en place sur l'année scolaire de plages horaires variables de soutien et d'accompagnement (recommandation réitérée)",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]","[donner, moduler]"
223,223,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"pour ce faire, annualiser au moins pour partie le temps de service des enseignants du secondaire (recommandation réitérée)",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]","[faire, annualiser]"
224,224,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"systématiser la formation des enseignants à la démarche d'individualisation, y compris à l'évaluation des besoins des élèves, dans le cadre de la formation continue ; prévoir également une formation continue des personnels de direction dans ce domaine",Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]","[systématiser, prévoir]"
225,225,04/03/2015,RPT,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,évaluer les enseignants sur leur pratique du suivi individualisé des élèves.,Ministère chargé de l'Éducation nationale, , ,Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif Le suivi individualisé des élèves : une ambition à concilier avec l'organisation du système éducatif,"[suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif, suivi, individualisé, élèves, ambition, concilier, organisation, système, éducatif]",[évaluer]
226,226,08/09/2015,RPT,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,Simplifier le régime des compléments de rémunération en le refondant sur une nouvelle architecture réglementaire structurée autour d'un décret unique et d'arrêtés ministériels,Ministère chargé de l'Outre-mer,Ministère chargé de l'Outre-mer, ,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,"[compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif, compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif]",[]
227,227,08/09/2015,RPT,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,Réserver les indemnités spécifiques à la compensation des frais d'installation et de l'affectation en zone difficile,Ministère chargé de l'Outre-mer,Ministère chargé de l'Outre-mer, ,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,"[compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif, compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif]",[Réserver]
228,228,08/09/2015,RPT,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,Compléter l'incitation financière à l'affectation de fonctionnaires outre-mer par des dispositifs d'incitation non financière et une animation de l'offre locale d'emploi,Ministère chargé de l'Outre-mer,Ministère chargé de l'Outre-mer, ,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,"[compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif, compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif]",[Compléter]
229,229,08/09/2015,RPT,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,Substituer de manière progressive aux taux en vigueur depuis 1981 des taux correspondant au différentiel de coût de la vie dans chaque territoire,Ministère chargé de l'Outre-mer,Ministère chargé de l'Outre-mer, ,Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif Les compléments de rémunération des fonctionnaires d'État outremer : refonder un nouveau dispositif,"[compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif, compléments, rémunération, fonctionnaires, État, outremer, refonder, nouveau, dispositif]",[Substituer]
230,230,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,faire une place plus grande à la connaissance du marché du travail et des entreprises dans le recrutement et la formation de tous les conseillers ;,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[faire]
231,231,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,mieux faire correspondre le contenu de l'accompagnement proposé par les conseillers aux caractéristiques des demandeurs d'emploi et des entreprises,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]","[faire, correspondre]"
232,232,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,introduire une norme minimale de fréquence d'entretien et de contact par modalité d'accompagnement ;,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[]
233,233,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,renforcer le suivi de la différenciation des services (internes et externes) ;,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[renforcer]
234,234,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,réaliser obligatoirement le premier rendez-vous d'accompagnement le plus tôt possible après le diagnostic.,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[réaliser]
235,235,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,"augmenter par redéploiement le nombre des agents délivrant les services aux demandeurs d'emploi et aux entreprises, ainsi que le temps effectif consacré par chaque conseiller au placement des demandeurs d'emploi et aux entreprises ;",Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[augmenter]
236,236,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,réduire le nombre d'agences dans le cadre d'un plan pluriannuel ;,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[réduire]
237,237,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,"développer la complémentarité des canaux d'accès à Pôle emploi (accueil physique, téléphone, internet, courrier postal et courrier électronique) ;",Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[développer]
238,238,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,dématérialiser la gestion des allocations et aides versées aux demandeurs d'emploi et aux entreprises.,Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[dématérialiser]
239,239,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,"stabiliser  les moyens permanents de Pôle emploi en recourant à la sous-traitance et aux recrutements en CDD lors des variations de la conjoncture, au besoin en remettant encause les dispositions limitatives de la convention collective nationale.",Pôle Emploi,Ministère chargé du travail et de l'emploi, ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[stabiliser]
240,240,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,"asseoir le pilotage interne sur des indicateurs en faibhle nombre, hiérarchisés et déclinés au niveau des agences, portant  à la fois sur les résultats et sur l'activité ;",Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[asseoir]
241,241,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,"fixer aux conseillers ou aux équipes de conseillers des objectifs individualisés qualitatifs mais aussi quantitatifs, le cas échéant en renégociant un accord collectif de 2004, relatif au suivi de l'activité, comme la convention collective prévoyait de le faire en 2010.",Pôle Emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]",[faire]
242,242,02/07/2015,RPT,Pôle emploi à l'épreuve du chômage de masse,"faire réaliser, sous l'égide d'une instance externe à Pôle emploi, des études de cohortes permettant d'apprécier la qualité et la performance des différentes modalités (internes et externes) de suivi des demandeurs d'emploi, ainsi que celles des processus de diagnostic et d'orientation des demandeurs d'emploi vers ces modalités de suivi.",Ministère chargé du travail et de l'emploi, , ,Pôle emploi à l'épreuve du chômage de masse Pôle emploi à l'épreuve du chômage de masse,"[Pôle, emploi, chômage, masse, Pôle, emploi, chômage, masse]","[faire, réaliser, apprécier]"
243,243,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",établir le contrat d'objectifs et de moyens sur le fondement d'un projet d'entreprise.,Radio France,Ministère chargé de la Culture et de la Communication,Ministère chargé de la Culture et de la Communication,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[établir]
244,244,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",statuer sur l'avenir du Mouv' avant la signature du COM 2015-2019,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[statuer]
245,245,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","définir pour France Bleu un schéma cible d'implantation, permettant une couverture renforcée du territoire à moyens constants",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[définir]
246,246,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",engager une réflexion sur les conséquences de la convergence des médias pour les entreprises du secteur public audiovisuel,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[engager]
247,247,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","concentrer la direction des nouveaux médias (DNM) sur l'expertise numérique, la veille technologique et éditoriale",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[concentrer]
248,248,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","fusionner les deux orchestres symphoniques de Radio France, établir une direction commune à France Musique et à la direction de la musique",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[fusionner, établir]"
249,249,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",prendre les dispositions nécessaires au renforcement du rôle du conseil d'administration dans la gouvernance de Radio France,Radio France,Ministère chargé de la Culture et de la Communication,Ministère chargé de l'Économie et des Finances,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[prendre]
250,250,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",mettre en place un système de comptabilité analytique plus fin pour en faire un outil d'aide à la décision,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[mettre, faire]"
251,251,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","en matière d'achats, poursuivre la remise en concurrence des contrats existants",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[poursuivre]
252,252,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","dans le COM, mettre en place des indicateurs ?cibles?, donc contraignants, pour la masse salariale et le recours aux cachetiers et pigistes et fixer une cible en baisse pour la part des charges salariales dans le total des charges d'exploitation.",Radio France,Ministère chargé de la Culture et de la Communication,Ministère chargé du Budget et des comptes publics,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[mettre]
253,253,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","prendre en compte, dans les accords d'entreprise et dans la grille des emplois, une définition des métiers qui comporte les nouvelles compétences et qualifications liées à l'évolution des technologies numériques.",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[prendre]
254,254,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",cesser le recours systématique aux ordres de service pour la gestion du chantier et respecter rigoureusement les règles relatives aux marchés et à laeurs avenants pour la signature des marchés du chantier.,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[cesser, respecter]"
255,255,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","avant la signature du COM 2015-2019, étudier toutes les options possibles pour la fin du chantier et leur impact financier : poursuite du chantier, phase 4 puis phase 3, ou arrêt du chantier à la fin de la phase 4, ou encore conduite conjointe des phases 3 et 4.",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[]
256,256,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",clarifier et formaliser les lignes éditoriales de chaque antenne.,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[clarifier, formaliser]"
257,257,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","fusionner les rédactions de France Inter, France Info et France Culture.",Radio France,Ministère chargé de la Culture et de la Communication,Ministère chargé du Budget et des comptes publics,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]",[fusionner]
258,258,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",rattacher les chargés de réalisation de la direction des personnels de production (DPP) à France Culture et France Musique; affecter les techniciens d'antenne à chaque antenne.,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[rattacher, affecter]"
259,259,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme","faire évoluer la fonction technique et faire évoluer l'organisation de la DGATTN en distinguant trois fonctions : la production et la diffusion des émissions sur tous les supports; l'acquisition, la gestion et la maintenance des matériels techniques et informatiques; la responsabilité des systèmes d'information.",Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[faire, évoluer, faire, évoluer]"
260,260,01/04/2015,RPT,"Radio France, les raisons d'une crise, les pistes d'une réforme",réviser le cahier des missions et des charges afin de mieux définir la mission de service public de la radio et de l'adapter à l'environnement acturel de la radio.,Radio France,Ministère chargé de la Culture et de la Communication, ,"Radio France, les raisons d'une crise, les pistes d'une réforme Radio France, les raisons d'une crise, les pistes d'une réforme","[raisons, crise, pistes, réforme, raisons, crise, pistes, réforme]","[réviser, définir, adapter]"
261,261,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Favoriser le développement des VIE, dont Business France continuera à assurer le monopole de gestion, compte tenu de leur intérêt pour le commerce extérieur de la France, et aussi du nombre de jeunes disposés à s'insérer dans le dispositif.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Favoriser, assurer, insérer]"
262,262,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Continuer à moderniser les indicateurs de l'agence, tout en réduisant leur nombre. Devront être suivis en priorité :
- le nombre de courants d'affaires,
- le nombre de courants d'affaires ayant abouti à une commande ou un contrat au bout de 1 ou 2 ans et le chiffre d'affaires moyen correspondant,
- le nombre d'ETI et PME de croissance ayant été suivies dans l'année et leur part dans l'activité totale de l'agence,
- le nombre de VIE (stock en fin d'année).",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Continuer, moderniser]"
263,263,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Faire évoluer l'offre de Business France pour s'adresser en priorité aux entreprises de taille moyenne, en fixant un objectif volontariste pour l'indicateur « part des ETI et PME de croissance dans l'activité de l'agence ».",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Faire, évoluer, adresser]"
264,264,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Présenter une stratégie immobilière visant à une réduction des surfaces occupées et des charges à l'étranger, sur la base d'une  norme de 12 m2 / poste, et, pour le siège, au regroupement  sur un seul site.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances, ,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Présenter, étranger]"
265,265,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Mettre en place un instrument de couverture du risque de change, couvrant une part significative du risque.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances, ,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]",[Mettre]
266,266,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Renforcer l'établissement dans les champs budgétaire et comptable, à travers la mise en ?uvre d'une comptabilité analytique permettant de déterminer le coût complet de chaque opération et de lier les niveaux de subvention aux types d'opérations.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances, ,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Renforcer, uvre, déterminer, lier]"
